ACT Symbol,Security Name,Exchange
BQH,Blackrock New York Municipal Bond Trust Common Shares of Beneficial Interest,N
BR,"Broadridge Financial Solutions, Inc.Common Stock",N
BRC,Brady Corporation Common Stock,N
BRFS,BRF S.A.,N
BRK.A,Berkshire Hathaway Inc. Common Stock,N
BRK.B,Berkshire Hathaway Inc. New Common Stock,N
BRO,"Brown & Brown, Inc. Common Stock",N
BRS,Bristow Group Inc. Common Stock,N
BRSS,"Global Brass and Copper Holdings, Inc. Common Stock",N
BRT,BRT Apartments Corp. (MD) Common Stock,N
BRX,Brixmor Property Group Inc. Common Stock,N
BSAC,Banco Santander - Chile ADS,N
BSBR,"Banco Santander Brasil SA American Depositary Shares, each representing one unit",N
BSD,BlackRock Strategic Municipal Trust Inc. (The) Common Stock,N
BSE,Blackrock New York Municipal Income Quality Trust Common Shares of Beneficial Interest,N
BSL,Blackstone GSO Senior Floating Rate Term Fund Common Shares of Beneficial Interest,N
BSM,"Black Stone Minerals, L.P. Common units representing limited partner interests",N
BSMX,"Grupo Financiero Santander Mexico S.A. B. de C.V. American Depositary Shares, each representing five Series B shares",N
BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,N
BSX,Boston Scientific Corporation Common Stock,N
BT,BT Group plc American Depositary Shares,N
BTA,BlackRock Long-Term Municipal Advantage Trust BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,N
BTE,Baytex Energy Corp,N
BTI,"British American Tobacco  Industries, p.l.c. Common Stock ADR",N
BTO,John Hancock Financial Opportunities Fund Common Stock,N
BTT,BlackRock Municipal 2030 Target Term Trust,N
BTU,Peabody Energy Corporation Common Stock ,N
BTZ,BlackRock Credit Allocation Income Trust,N
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),N
BUI,BlackRock Utility and Infrastructure Trust Common Shares of Beneficial Interest,N
BURL,"Burlington Stores, Inc. Common Stock",N
BVN,Buenaventura Mining Company Inc.,N
BW,"Babcock & Wilcox Enterprises, Inc. Common Stock",N
BWA,BorgWarner Inc. Common Stock,N
BWG,Legg Mason BW Global Income Opportunities Fund Inc. Common Stock,N
BWP,Boardwalk Pipeline Partners LP Common Units,N
BWXT,"BWX Technologies, Inc. Common Stock",N
BX,The Blackstone Group L.P. Common Units Representing Limited Partnership Interests,N
BXC,Bluelinx Holdings Inc. Common Stock,N
BXE,Bellatrix Exploration Ltd Ordinary Shares (Canada),N
BXMT,"Blackstone Mortgage Trust, Inc. Common Stock",N
BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,N
BXP,"Boston Properties, Inc. Common Stock",N
BXP$B,"Boston Properties, Inc. Depositary Shares, each representing 1/100th of a share of the Issuer's 5.25% Sockeries B Cumulative Redeemable Preferred St",N
BXS,"BancorpSouth, Inc. Common Stock",N
BY,"Byline Bancorp, Inc. Common Stock",N
BYD,Boyd Gaming Corporation Common Stock,N
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,N
BZH,"Beazer Homes USA, Inc. Common Stock",N
C,"Citigroup, Inc. Common Stock",N
C$C,Citigroup Inc. Depositary Shares representing 1/1000 Series C Noncumulative Preferred Stock (United States),N
C$J,Citigroup Inc. Dep Shs Repstg 1/1000 Pfd Ser J Fixed/Fltg,N
C$K,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser K,N
C$L,Citigroup Inc. Depositary Share representing 1/1000 interest in a share of noncumulative series L,N
C$N,Citigroup Capital VIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS),N
C$P,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser AA,N
C$S,"Citigroup Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 6.300% Noncumulative Preferred Stock, Series S",N
C.A,"Citigroup Inc. Warrants Class A expiring January 4, 2019",N
CAA,"CalAtlantic Group, Inc. Common Stock",N
CAB,Cabela's Inc Class A Common Stock,N
CABO,"Cable One, Inc. Common Stock",N
CACI,"CACI International, Inc. Class A Common Stock",N
CADE,Cadence Bancorporation Class A Common Stock,N
CAE,CAE Inc. Ordinary Shares,N
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,N
CAG,"ConAgra Brands, Inc. Common Stock",N
CAH,"Cardinal Health, Inc. Common Stock",N
CAI,"CAI International, Inc. Common Stock",N
CAJ,"Canon, Inc. American Depositary Shares",N
CAL,"Caleres, Inc. Common Stock",N
CALX,"Calix, Inc Common Stock",N
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,N
CARS,Cars.com Inc. Common Stock ,N
CAT,"Caterpillar, Inc. Common Stock",N
CATO,Cato Corporation (The) Class A Common Stock,N
CB,D/B/A Chubb Limited New Common Stock,N
CBA,ClearBridge American Energy MLP Fund Inc. Common Stock,N
CBB,Cincinnati Bell Inc. Common Stock,N
CBB$B,Cincinnati Bell Inc. Preferred Stock,N
CBD,Companhia Brasileira de Distribuicao ADS,N
CBG,CBRE Group Inc Common Stock Class A,N
CBH,AllianzGI Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest,N
CBI,Chicago Bridge & Iron Company N.V. Common Stock,N
CBK,Christopher & Banks Corporation Common Stock,N
CBL,"CBL & Associates Properties, Inc. Common Stock",N
CBL$D,"CBL & Associates Properties, Inc. Dep Shares Repstg 1/10th Preferred Series D",N
CBL$E,"CBL & Associates Properties, Inc. Depositary Shs Repstg 1/10 6.625% Ser E Cum Redeemable (Pfd Stk)",N
CBM,Cambrex Corporation Common Stock,N
CBO,CBO (Listing Market - NYSE - Networks A/E) Common Stock,N
CBPX,"Continental Building Products, Inc. Common Stock",N
CBS,CBS Corporation Class B Common Stock,N
CBS.A,CBS Corporation CBS Corporation Class A Common Stock,N
CBT,Cabot Corporation Common Stock,N
CBU,"Community Bank System, Inc. Common Stock",N
CBX,CBX (Listing Market NYSE Networks AE) Common Stock,N
CBZ,"CBIZ, Inc. Common Stock",N
CC,Chemours Company (The) Common Stock,N
CCC,Calgon Carbon Corporation Common Stock,N
CCE,Coca-Cola European Partners plc Ordinary Shares,N
CCI,Crown Castle International Corp. (REIT) Common Stock,N
CCI$A,"Crown Castle International Corporation 6.875% Mandatory Convertible Preferred Stock, Series A",N
CCJ,Cameco Corporation Common Stock,N
CCK,"Crown Holdings, Inc.",N
CCL,Carnival Corporation Common Stock,N
CCM,Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares),N
CCO,"Clear Channel Outdoor Holdings, Inc. Clear Channel Outdoor Holdings, Inc. Class A Common Stock",N
CCS,"Century Communities, Inc. Common Stock",N
CCU,"Compania Cervecerias Unidas, S.A. Common Stock",N
CCV,Comcast Corporation 5.00% Notes due 2061,N
CCZ,Comcast Holdings ZONES,N
CDE,"Coeur Mining, Inc. Common Stock",N
CDR,"Cedar Realty Trust, Inc. Common Stock",N
CDR$B,"Cedar Realty Trust, Inc. 7.25% Series B Cumulative Redeemable Preferred Stock",N
CDR$C,"Cedar Realty Trust, Inc. 6.50% Series C Cumulative Redeemable Preferred Stock",N
CE,Celanese Corporation Celanese Corporation Series A Common Stock,N
CEA,China Eastern Airlines Corporation Ltd. Common Stock,N
CEE,"The Central and Eastern Europe Fund, Inc. (The) Common Stock",N
CEL,"Cellcom Israel, Ltd. Ordinary Shares",N
CELP,"Cypress Energy Partners, L.P. Common Units representing limited partner interests",N
CEM,ClearBridge Energy MLP Fund Inc. Common Stock,N
CEN,Center Coast MLP & Infrastructure Fund Common Shares of Beneficial Interest,N
CEO,CNOOC Limited Common Stock,N
CEQP,Crestwood Equity Partners LP,N
CF,"CF Industries Holdings, Inc. Common Stock",N
CFC$B,Countrywide Capital V (New) 7.00% Capital Securities,N
CFG,"Citizens Financial Group, Inc. Common Stock",N
CFR,"Cullen/Frost Bankers, Inc. Common Stock",N
CFR$A,"Cullen/Frost Bankers, Inc. Perpetual Preferred Series A",N
CFX,Colfax Corporation Common Stock,N
CGA,"China Green Agriculture, Inc. Common Stock",N
CGG,CGG,N
CGI,"Celadon Group, Inc. Common Stock",N
CHA,China Telecom Corp Ltd ADS,N
CHCT,Community Healthcare Trust Incorporated Common Stock,N
CHD,"Church & Dwight Company, Inc. Common Stock",N
CHE,Chemed Corp,N
CHGG,"Chegg, Inc. Common Stock",N
CHH,"Choice Hotels International, Inc. Common Stock",N
CHK,Chesapeake Energy Corporation Common Stock,N
CHK$D,Chesapeake Energy Corporation Convertible Preferred,N
CHKR,Chesapeake Granite Wash Trust Common Units representing beneficial interests in the Trust,N
CHL,China Mobile Limited Common Stock,N
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,N
CHMI$A,Cherry Hill Mortgage Investment Corporation 8.20% Series A Cumulative Redeemable Preferred Stock,N
CHN,"China Fund, Inc. (The) Common Stock",N
CHS,"Chico's FAS, Inc. Common Stock",N
CHSP,Chesapeake Lodging Trust Common Shares of Beneficial Interest,N
CHT,"Chunghwa Telecom Co., Ltd.",N
CHU,China Unicom (Hong Kong) Ltd Common Stock,N
CI,Cigna Corporation Common Stock,N
CIA,"Citizens, Inc. Class A Common Stock ($1.00 Par)",N
CIB,BanColombia S.A. Common Stock,N
CIC.U,"Capitol Investment Corp. IV Units, each consisting of One Class A Ordinary Share and One-Third of One redeemable Warrant",N
CIE,"Cobalt International Energy, Inc.",N
CIEN,Ciena Corporation Common Stock,N
CIF,MFS Intermediate High Income Fund Common Stock,N
CIG,Comp En De Mn Cemig ADS American Depositary Shares,N
CIG.C,Comp En De Mn Cemig ADS American Depositary Receipts,N
CII,"Blackrock Capital and Income Fund, Inc.",N
CIM,Chimera Investment Corporation Common Stock,N
CIM$A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,N
CIM$B,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,N
CINR,Ciner Resources LP Common Units representing Limited Partner Interests,N
CIO,"City Office REIT, Inc. Common Stock",N
CIO$A,"City Office REIT, Inc. 6.625% Series A Cumulative Redeemable Preferred Stock",N
CIR,"CIRCOR International, Inc. Common Stock",N
CISN,Cision Ltd. Ordinary Shares,N
CIT,CIT Group Inc (DEL) Common Stock,N
CIVI,"Civitas Solutions, Inc. Common Stock",N
CJ,"C&J Energy Services, Inc. Common Stock",N
CKH,SEACOR Holdings Inc. Common Stock,N
CL,Colgate-Palmolive Company Common Stock,N
CLB,Core Laboratories N.V. Common Stock,N
CLD,Cloud Peak Energy Inc Common Stock,N
CLDR,"Cloudera, Inc. Common Stock",N
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,N
CLF,Cleveland-Cliffs Inc. Common Stock,N
CLGX,"CoreLogic, Inc. Common Stock",N
CLH,"Clean Harbors, Inc. Common Stock",N
CLI,Mack-Cali Realty Corporation Common Stock,N
CLNS,"Colony NorthStar, Inc.",N
CLNS$B,"Colony NorthStar, Inc. 8.25% Series B cumulative redeemable perpetual preferred stock",N
CLNS$C,"Colony NorthStar, Inc. 8.875% Series C preferred stock",N
CLNS$D,"Colony NorthStar, Inc. 8.5% Series D cumulative redeemable perpetual preferred stock",N
CLNS$E,"Colony NorthStar, Inc. 8.75% Series E cumulative redeemable perpetual preferred stock",N
CLNS$G,"NorthStar Asset Management Group, Inc. 7.50% Series G cumulative redeemable perpetual preferred stock",N
CLNS$H,"Colony NorthStar, Inc. 7.125% Series H cumulative redeemable perpetual preferred stock",N
CLNS$I,"Colony NorthStar, Inc. 7.15% Series I Cumulative Redeemable Perpetual Preferred Stock",N
CLPR,Clipper Realty Inc. Common Stock,N
CLR,"Continental Resources, Inc. Common Stock",N
CLS,"Celestica, Inc. Common Stock",N
CLW,Clearwater Paper Corporation Common Stock,N
CLX,Clorox Company (The) Common Stock,N
CM,Canadian Imperial Bank of Commerce Common Stock,N
CMA,Comerica Incorporated Common Stock,N
CMA.W,"Comerica Incorporated Warrant expiring November 14, 2018",N
CMC,Commercial Metals Company Common Stock,N
CMCM,"Cheetah Mobile Inc. American Depositary Shares, each representing 10 Class Ordinary Shares",N
CMD,Cantel Medical Corp. Common Stock,N
CMG,"Chipotle Mexican Grill, Inc. Common Stock",N
CMI,Cummins Inc. Common Stock,N
CMO,Capstead Mortgage Corporation Common Stock,N
CMO$E,Capstead Mortgage Corporation Pfd Ser E,N
CMP,Compass Minerals Intl Inc Common Stock,N
CMRE,Costamare Inc. Common Stock $0.0001 par value,N
CMRE$B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),N
CMRE$C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),N
CMRE$D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,N
CMS,CMS Energy Corporation Common Stock,N
CMS$B,CMS Energy Corporation Preferred Stock,N
CMU,MFS Municipal Income Trust Common Stock,N
CNA,CNA Financial Corporation Common Stock,N
CNC,Centene Corporation Common Stock,N
CNDT,Conduent Incorporated Common Stock ,N
CNHI,CNH Industrial N.V. Common Shares,N
CNI,Canadian National Railway Company Common Stock,N
CNK,"Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock",N
CNNX,Cone Midstream Partners LP Common Units representing limited partner interests,N
CNO,"CNO Financial Group, Inc. Common Stock",N
CNP,"CenterPoint Energy, Inc (Holding Co) Common Stock",N
CNQ,Canadian Natural Resources Limited Common Stock,N
CNS,Cohen & Steers Inc Common Stock,N
CNX,CONSOL Energy Inc. Common Stock,N
CNXC,CNX Coal Resources LP Common Units representing limited partner interests,N
CO,China Cord Blood Corporation Common Stock,N
CODI,Compass Diversified Holdings Shares of Beneficial Interest,N
CODI$A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,N
COE,"China Online Education Group American depositary shares, each representing 15 Class A ordinary shares",N
COF,Capital One Financial Corporation Common Stock,N
COF$C,Capital One Financial Corp Depository Shares Representing 1/40th Int Perp Pfd Ser C%,N
COF$D,Capital One Financial Corp Depository Shares Representing 1/40th Interest Perpetual Preferred Series D,N
COF$F,"Capital One Financial Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series F",N
COF$G,"Capital One Financial Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series G",N
COF$H,"Capital One Financial Corporation Depositary Shares, Each Representing 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series H",N
COF$P,Capital One Financial Corp Pfd Ser B,N
COF.W,"Capital One Financial Corporation Warrants expiring November 14, 2018",N
COG,Cabot Oil & Gas Corporation Common Stock,N
COH,"Coach, Inc. Common Stock",N
COL,"Rockwell Collins, Inc. Common Stock",N
COO,"Cooper Companies, Inc. (The) Common Stock",N
COP,ConocoPhillips Common Stock,N
COR,CoreSite Realty Corporation Common Stock,N
COR$A,CoreSite Realty Corporation Pfd Ser A,N
CORR,"CorEnergy Infrastructure Trust, Inc. Common Stock",N
CORR$A,"CorEnergy Infrastructure Trust, Inc. Depositary Shares, each representing a 1/100th fractional interest of a share of 7.375% Series A Cumulative Redeemable Preferred Stock",N
COT,Cott Corporation Common Stock,N
COTV,"Cotiviti Holdings, Inc. Common Stock",N
COTY,Coty Inc. Class A Common Stock,N
CP,Canadian Pacific Railway Limited Common Stock,N
CPA,"Copa Holdings, S.A. Copa Holdings, S.A. Class A Common Stock",N
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),N
CPB,Campbell Soup Company Common Stock,N
CPE,Callon Petroleum Company Common Stock,N
CPE$A,Callon Petroleum Company Preferred Shares Series A 10%,N
CPF,Central Pacific Financial Corp New,N
CPG,Crescent Point Energy Corporation Ordinary Shares (Canada),N
CPK,Chesapeake Utilities Corporation Common Stock,N
CPL,CPFL Energia S.A. CPFL Energia S.A. American Depositary Shares,N
CPN,Calpine Corporation Common Stock,N
CPS,Cooper-Standard Holdings Inc. Common Stock,N
CPT,Camden Property Trust Common Stock,N
CR,Crane Company Common Stock,N
CRC,California Resources Corporation Common Stock,N
CRCM,"Care.com, Inc. Common Stock",N
CRD.A,Crawford & Company Common Stock,N
CRD.B,Crawford & Company Common Stock,N
CRH,CRH PLC American Depositary Shares,N
CRI,"Carter's, Inc. Common Stock",N
CRK,"Comstock Resources, Inc. Common Stock",N
CRL,"Charles River Laboratories International, Inc. Common Stock",N
CRM,Salesforce.com Inc Common Stock,N
CRR,"Carbo Ceramics, Inc. Common Stock",N
CRS,Carpenter Technology Corporation Common Stock,N
CRT,Cross Timbers Royalty Trust Common Stock,N
CRY,"CryoLife, Inc. Common Stock",N
CS,Credit Suisse Group American Depositary Shares,N
CSL,Carlisle Companies Incorporated Common Stock,N
CSLT,"Castlight Health, Inc. Class B Common Stock",N
CSRA,CSRA Inc. Common Stock,N
CSS,"CSS Industries, Inc. Common Stock",N
CSTM,Constellium N.V. Ordinary Shares,N
CSU,Capital Senior Living Corporation Common Stock,N
CSV,"Carriage Services, Inc. Common Stock",N
CTAA,Qwest Corporation 7% Notes due 2056,N
CTB,Cooper Tire & Rubber Company Common Stock,N
CTBB,Qwest Corporation 6.5% Notes due 2056,N
CTDD,Qwest Corporation 6.75% Notes due 2057,N
CTL,"CenturyLink, Inc. Common Stock",N
CTLT,"Catalent, Inc. Common Stock",N
CTR,ClearBridge Energy MLP Total Return Fund Inc. Common Stock,N
CTS,CTS Corporation Common Stock,N
CTT,"CatchMark Timber Trust, Inc. Class A Common Stock",N
CTU,Qwest Corporation 7.00% Notes due 2025,N
CTV,Qwest Corporation 6.875% Notes due 2054,N
CTW,Qwest Corporation 7.50% Notes due 2051,N
CTX,Qwest Corporation 7.00% Notes due 2052,N
CTY,Qwest Corporation 6.125% Notes due 2053,N
CTZ,Qwest Corporation 6.625% Notes due 2055,N
CUB,Cubic Corporation Common Stock,N
